USER_ID,ITEM_ID,TIMESTAMP
0,bread - Grilled Cheese,726
0,bread - Grilled Cheese and Tomato Soup,726
0,beef - Hearty Beef Stew,726
0,rice - Beef and broccoli stir fry,726
0,rice - Chicken Curry with Basmati Rice,726
0,rice - General Tso Chicken,726
0,rice - Mushroom Risotto,726
0,vegetables - Chicken Soup,726
0,vegetables - Vegetable Soup,726
0,postMan - proud-otter-55,726
0,postMan - proud-otter-92,726
0,postMan - swift-panda-46,726
0,pasta - Chicken Alfredo,726
0,pasta - Chicken Spaghetti,726
0,pasta - Shrimp Scampi Pasta,726
0,pasta - Spaghetti with Tomato Sauce,726
0,rice noodles - Chicken Phad Thai,726
0,rice noodles - Tofu Phad Thai,726
0,shrimp - Grilled Shrimp Skewers with Mango Salsa,726
0,tofu - Tofu and Mixed Vegetable Stir-Fry,726
0,tofu - Tofu and Vegetable Stir Fry,726
0,tofu - Vegetable Stir Fry with Tofu,726
0,romaine lettuce - Caesar Salad,726
0,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,726
0,steak - Steak with Roasted Potatoes and Green Beans,726
0,chicken - Chicken Fajita Bowl with Cilantro Lime Rice,726
0,chicken - Chicken Parmesan,726
0,chicken - Grilled Chicken Salad with Citrus Vinaigrette,726
0,black beans - Black Bean and Sweet Potato Chili,726
0,salmon - Baked Salmon with Lemon and Herbs,726
0,salmon - Grilled Salmon with Roasted Vegetables,726
0,tortilla - Tofu Nachos,726
0,tortilla - Tofu Tacos,726
0,english muffin - Eggs Benedict,726
0,pork - Grilled Pork Chops with Sweet Potato Mash,726
0,vegetarian - Vegetarian Stuffed Bell Peppers,726
0,WebApp - From Web App w/new keys,726
0,WebApp - Test web app,726
0,wrap - Falafel Wrap,726
0,ec2 - From EC2!!!,726
29,wrap - Falafel Wrap,299
19,bread - Grilled Cheese,621
18,salmon - Grilled Salmon with Roasted Vegetables,458
12,vegetarian - Vegetarian Stuffed Bell Peppers,921
18,bread - Grilled Cheese,314
26,tortilla - Tofu Tacos,761
6,beef - Hearty Beef Stew,585
24,salmon - Grilled Salmon with Roasted Vegetables,790
5,wrap - Falafel Wrap,553
11,rice - Beef and broccoli stir fry,876
6,tortilla - Tofu Tacos,957
15,tofu - Tofu and Mixed Vegetable Stir-Fry,896
14,WebApp - Test web app,709
28,english muffin - Eggs Benedict,355
24,tofu - Vegetable Stir Fry with Tofu,257
28,tortilla - Tofu Tacos,979
24,tofu - Tofu and Mixed Vegetable Stir-Fry,71
29,pasta - Chicken Spaghetti,938
3,chicken - Chicken Fajita Bowl with Cilantro Lime Rice,787
28,salmon - Grilled Salmon with Roasted Vegetables,704
7,wrap - Falafel Wrap,785
28,bread - Grilled Cheese and Tomato Soup,24
13,beef - Hearty Beef Stew,962
16,vegetarian - Vegetarian Stuffed Bell Peppers,278
7,black beans - Black Bean and Sweet Potato Chili,78
9,WebApp - From Web App w/new keys,468
5,tortilla - Tofu Tacos,712
3,tofu - Tofu and Mixed Vegetable Stir-Fry,114
1,tofu - Tofu and Mixed Vegetable Stir-Fry,535
27,shrimp - Grilled Shrimp Skewers with Mango Salsa,114
3,salmon - Grilled Salmon with Roasted Vegetables,278
6,salmon - Grilled Salmon with Roasted Vegetables,556
23,ec2 - From EC2!!!,425
14,shrimp - Grilled Shrimp Skewers with Mango Salsa,67
23,romaine lettuce - Caesar Salad,867
14,tofu - Tofu and Mixed Vegetable Stir-Fry,403
3,romaine lettuce - Caesar Salad,978
3,tortilla - Tofu Tacos,214
22,salmon - Grilled Salmon with Roasted Vegetables,489
24,postMan - proud-otter-92,465
21,ec2 - From EC2!!!,242
5,chicken - Chicken Fajita Bowl with Cilantro Lime Rice,790
10,salmon - Baked Salmon with Lemon and Herbs,390
16,bread - Grilled Cheese and Tomato Soup,46
24,black beans - Black Bean and Sweet Potato Chili,110
25,bread - Grilled Cheese,164
22,vegetarian - Vegetarian Stuffed Bell Peppers,258
11,pasta - Chicken Spaghetti,776
29,tofu - Tofu and Vegetable Stir Fry,811
17,vegetarian - Vegetarian Stuffed Bell Peppers,349
28,black beans - Black Bean and Sweet Potato Chili,900
2,tofu - Tofu and Mixed Vegetable Stir-Fry,674
25,WebApp - From Web App w/new keys,748
5,tortilla - Tofu Tacos,560
10,tofu - Tofu and Mixed Vegetable Stir-Fry,491
8,salmon - Grilled Salmon with Roasted Vegetables,536
15,chicken - Chicken Parmesan,707
11,salmon - Grilled Salmon with Roasted Vegetables,379
12,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,438
3,WebApp - From Web App w/new keys,920
27,steak - Steak with Roasted Potatoes and Green Beans,574
29,romaine lettuce - Caesar Salad,831
22,pork - Grilled Pork Chops with Sweet Potato Mash,328
14,tofu - Tofu and Mixed Vegetable Stir-Fry,211
23,chicken - Grilled Chicken Salad with Citrus Vinaigrette,361
14,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,598
24,tortilla - Tofu Tacos,454
29,beef - Hearty Beef Stew,815
15,beef - Hearty Beef Stew,400
9,salmon - Baked Salmon with Lemon and Herbs,340
3,WebApp - From Web App w/new keys,822
24,vegetables - Chicken Soup,699
17,salmon - Baked Salmon with Lemon and Herbs,502
12,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,964
28,wrap - Falafel Wrap,457
24,vegetables - Vegetable Soup,634
1,rice - Beef and broccoli stir fry,14
29,postMan - proud-otter-92,715
22,tortilla - Tofu Tacos,254
5,vegetables - Vegetable Soup,262
11,steak - Steak with Roasted Potatoes and Green Beans,830
21,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,655
12,vegetables - Vegetable Soup,687
25,vegetables - Vegetable Soup,44
27,tofu - Tofu and Vegetable Stir Fry,711
29,rice - Chicken Curry with Basmati Rice,375
25,WebApp - Test web app,248
7,wrap - Falafel Wrap,648
18,pork - Grilled Pork Chops with Sweet Potato Mash,990
4,rice - Mushroom Risotto,673
12,tofu - Vegetable Stir Fry with Tofu,261
4,beef - Hearty Beef Stew,158
1,salmon - Grilled Salmon with Roasted Vegetables,911
11,vegetarian - Vegetarian Stuffed Bell Peppers,605
19,tofu - Tofu and Mixed Vegetable Stir-Fry,113
4,vegetarian - Vegetarian Stuffed Bell Peppers,377
8,beef - Hearty Beef Stew,582
27,tofu - Tofu and Mixed Vegetable Stir-Fry,834
13,tortilla - Tofu Tacos,805
6,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,893
3,tortilla - Tofu Tacos,429
16,beef - Hearty Beef Stew,247
13,beef - Hearty Beef Stew,783
14,tofu - Tofu and Mixed Vegetable Stir-Fry,865
17,vegetables - Vegetable Soup,93
2,tortilla - Tofu Tacos,614
13,tortilla - Tofu Tacos,255
11,tofu - Tofu and Mixed Vegetable Stir-Fry,219
12,shrimp - Grilled Shrimp Skewers with Mango Salsa,318
6,wrap - Falafel Wrap,197
8,tofu - Tofu and Mixed Vegetable Stir-Fry,909
3,chicken - Chicken Fajita Bowl with Cilantro Lime Rice,747
9,WebApp - From Web App w/new keys,45
8,tofu - Tofu and Mixed Vegetable Stir-Fry,687
11,wrap - Falafel Wrap,444
26,vegetarian - Vegetarian Stuffed Bell Peppers,904
27,tofu - Tofu and Vegetable Stir Fry,505
29,ec2 - From EC2!!!,439
27,tofu - Tofu and Vegetable Stir Fry,985
24,postMan - proud-otter-92,406
2,tofu - Tofu and Mixed Vegetable Stir-Fry,129
9,tofu - Tofu and Mixed Vegetable Stir-Fry,333
4,black beans - Black Bean and Sweet Potato Chili,684
19,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,589
20,black beans - Black Bean and Sweet Potato Chili,654
13,tofu - Tofu and Mixed Vegetable Stir-Fry,854
20,vegetarian - Vegetarian Stuffed Bell Peppers,271
11,salmon - Grilled Salmon with Roasted Vegetables,931
29,tortilla - Tofu Tacos,538
15,tofu - Tofu and Mixed Vegetable Stir-Fry,519
17,wrap - Falafel Wrap,650
15,vegetables - Vegetable Soup,483
23,tofu - Tofu and Vegetable Stir Fry,812
8,tortilla - Tofu Tacos,522
3,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,241
9,tofu - Tofu and Mixed Vegetable Stir-Fry,234
20,tofu - Tofu and Mixed Vegetable Stir-Fry,469
15,chicken - Chicken Parmesan,261
28,WebApp - From Web App w/new keys,799
28,vegetarian - Vegetarian Stuffed Bell Peppers,208
9,bread - Grilled Cheese and Tomato Soup,908
7,bread - Grilled Cheese,858
4,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,27
6,tofu - Tofu and Mixed Vegetable Stir-Fry,411
11,tofu - Tofu and Mixed Vegetable Stir-Fry,190
26,tortilla - Tofu Tacos,887
12,tofu - Tofu and Vegetable Stir Fry,917
19,tofu - Tofu and Mixed Vegetable Stir-Fry,453
14,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,708
12,WebApp - From Web App w/new keys,323
3,ec2 - From EC2!!!,722
2,tofu - Tofu and Mixed Vegetable Stir-Fry,662
1,tofu - Tofu and Mixed Vegetable Stir-Fry,577
13,black beans - Black Bean and Sweet Potato Chili,21
29,vegetables - Chicken Soup,827
23,beef - Hearty Beef Stew,679
5,tortilla - Tofu Tacos,499
12,WebApp - Test web app,326
2,beef - Hearty Beef Stew,135
14,bread - Grilled Cheese and Tomato Soup,88
24,bread - Grilled Cheese and Tomato Soup,260
10,tofu - Tofu and Mixed Vegetable Stir-Fry,267
29,tortilla - Tofu Tacos,96
24,beef - Hearty Beef Stew,244
20,beef - Hearty Beef Stew,449
25,vegetarian - Vegetarian Stuffed Bell Peppers,142
24,wrap - Falafel Wrap,469
14,rice - Chicken Curry with Basmati Rice,843
14,vegetarian - Vegetarian Stuffed Bell Peppers,764
3,tofu - Tofu and Vegetable Stir Fry,280
13,beef - Hearty Beef Stew,65
20,rice - Beef and broccoli stir fry,393
23,WebApp - Test web app,409
21,bread - Grilled Cheese,921
15,bread - Grilled Cheese,793
21,beef - Hearty Beef Stew,173
21,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,642
6,black beans - Black Bean and Sweet Potato Chili,296
13,pasta - Chicken Spaghetti,976
1,tofu - Tofu and Mixed Vegetable Stir-Fry,360
24,tofu - Tofu and Vegetable Stir Fry,744
5,black beans - Black Bean and Sweet Potato Chili,359
25,vegetarian - Vegetarian Stuffed Bell Peppers,910
8,wrap - Falafel Wrap,191
3,shrimp - Grilled Shrimp Skewers with Mango Salsa,620
14,tortilla - Tofu Tacos,584
9,tofu - Tofu and Mixed Vegetable Stir-Fry,144
9,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,989
16,WebApp - Test web app,443
10,tofu - Tofu and Mixed Vegetable Stir-Fry,25
21,tofu - Tofu and Mixed Vegetable Stir-Fry,468
23,chicken - Grilled Chicken Salad with Citrus Vinaigrette,324
8,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,434
15,WebApp - From Web App w/new keys,443
16,tofu - Tofu and Mixed Vegetable Stir-Fry,57
28,bread - Grilled Cheese and Tomato Soup,71
7,rice - Beef and broccoli stir fry,688
20,vegetarian - Vegetarian Stuffed Bell Peppers,679
28,tortilla - Tofu Tacos,851
7,WebApp - From Web App w/new keys,992
22,bread - Grilled Cheese and Tomato Soup,619
14,WebApp - From Web App w/new keys,873
8,beef - Hearty Beef Stew,868
6,bread - Grilled Cheese and Tomato Soup,41
13,wrap - Falafel Wrap,562
19,tortilla - Tofu Tacos,633
26,steak - Steak with Roasted Potatoes and Green Beans,392
25,WebApp - From Web App w/new keys,53
20,vegetables - Vegetable Soup,856
23,salmon - Baked Salmon with Lemon and Herbs,256
23,pasta - Chicken Spaghetti,870
16,chicken - Grilled Chicken Salad with Citrus Vinaigrette,411
4,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,840
19,ec2 - From EC2!!!,510
15,tofu - Tofu and Mixed Vegetable Stir-Fry,407
19,ec2 - From EC2!!!,918
13,tofu - Tofu and Mixed Vegetable Stir-Fry,416
27,tofu - Tofu and Mixed Vegetable Stir-Fry,467
20,vegetarian - Vegetarian Stuffed Bell Peppers,296
2,tortilla - Tofu Tacos,317
11,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,155
15,vegetables - Vegetable Soup,446
22,ec2 - From EC2!!!,900
29,shrimp - Grilled Shrimp Skewers with Mango Salsa,169
6,chicken - Chicken Fajita Bowl with Cilantro Lime Rice,561
10,ec2 - From EC2!!!,247
17,chicken - Grilled Chicken Salad with Citrus Vinaigrette,834
11,bread - Grilled Cheese and Tomato Soup,42
22,ec2 - From EC2!!!,792
21,tofu - Tofu and Mixed Vegetable Stir-Fry,636
28,tofu - Tofu and Mixed Vegetable Stir-Fry,876
11,tofu - Vegetable Stir Fry with Tofu,418
9,shrimp - Grilled Shrimp Skewers with Mango Salsa,114
4,rice - Mushroom Risotto,222
11,ec2 - From EC2!!!,147
14,WebApp - From Web App w/new keys,136
18,beef - Hearty Beef Stew,144
27,salmon - Grilled Salmon with Roasted Vegetables,504
3,shrimp - Grilled Shrimp Skewers with Mango Salsa,6
23,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,689
5,tofu - Tofu and Vegetable Stir Fry,869
22,beef - Hearty Beef Stew,896
3,tofu - Vegetable Stir Fry with Tofu,934
26,chicken - Chicken Fajita Bowl with Cilantro Lime Rice,766
13,wrap - Falafel Wrap,79
11,vegetarian - Vegetarian Stuffed Bell Peppers,755
1,tortilla - Tofu Tacos,80
27,black beans - Black Bean and Sweet Potato Chili,325
2,rice - Chicken Curry with Basmati Rice,261
8,salmon - Baked Salmon with Lemon and Herbs,986
28,WebApp - Test web app,13
5,WebApp - From Web App w/new keys,543
13,tofu - Tofu and Mixed Vegetable Stir-Fry,470
26,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,826
6,tortilla - Tofu Tacos,628
15,pasta - Chicken Spaghetti,791
19,tofu - Tofu and Mixed Vegetable Stir-Fry,320
23,ec2 - From EC2!!!,334
13,tortilla - Tofu Tacos,524
29,beef - Hearty Beef Stew,743
10,WebApp - Test web app,22
10,salmon - Grilled Salmon with Roasted Vegetables,748
16,vegetables - Vegetable Soup,637
26,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,587
28,chicken - Chicken Fajita Bowl with Cilantro Lime Rice,535
27,tofu - Tofu and Vegetable Stir Fry,751
10,beef - Hearty Beef Stew,185
14,tofu - Tofu and Mixed Vegetable Stir-Fry,974
21,tofu - Tofu and Vegetable Stir Fry,386
26,wrap - Falafel Wrap,428
19,pasta - Shrimp Scampi Pasta,71
12,tofu - Tofu and Vegetable Stir Fry,335
18,tortilla - Tofu Tacos,6
26,vegetarian - Vegetarian Stuffed Bell Peppers,212
19,black beans - Black Bean and Sweet Potato Chili,688
2,shrimp - Grilled Shrimp Skewers with Mango Salsa,624
5,salmon - Grilled Salmon with Roasted Vegetables,355
14,beef - Hearty Beef Stew,824
11,postMan - proud-otter-92,510
4,WebApp - From Web App w/new keys,544
19,bread - Grilled Cheese and Tomato Soup,396
18,shrimp - Grilled Shrimp Skewers with Mango Salsa,524
28,tofu - Tofu and Mixed Vegetable Stir-Fry,249
11,vegetarian - Vegetarian Stuffed Bell Peppers,617
26,WebApp - From Web App w/new keys,637
13,rice - Beef and broccoli stir fry,642
20,tofu - Vegetable Stir Fry with Tofu,641
27,wrap - Falafel Wrap,7
9,pasta - Chicken Spaghetti,497
9,beef - Hearty Beef Stew,436
1,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,310
3,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,625
26,tortilla - Tofu Tacos,908
21,vegetarian - Vegetarian Stuffed Bell Peppers,575
16,wrap - Falafel Wrap,255
10,wrap - Falafel Wrap,443
26,black beans - Black Bean and Sweet Potato Chili,650
3,pasta - Chicken Spaghetti,19
10,ec2 - From EC2!!!,140
4,chicken - Chicken Fajita Bowl with Cilantro Lime Rice,48
6,tofu - Tofu and Mixed Vegetable Stir-Fry,463
20,WebApp - From Web App w/new keys,775
26,vegetarian - Vegetarian Stuffed Bell Peppers,590
29,tortilla - Tofu Tacos,113
9,tortilla - Tofu Tacos,301
5,tofu - Vegetable Stir Fry with Tofu,127
8,WebApp - From Web App w/new keys,397
6,tortilla - Tofu Tacos,945
29,tofu - Tofu and Mixed Vegetable Stir-Fry,680
22,bread - Grilled Cheese,166
5,ec2 - From EC2!!!,8
18,chicken - Chicken Fajita Bowl with Cilantro Lime Rice,268
24,bread - Grilled Cheese and Tomato Soup,356
26,tortilla - Tofu Tacos,951
23,WebApp - From Web App w/new keys,244
17,tofu - Tofu and Mixed Vegetable Stir-Fry,757
8,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,642
5,tortilla - Tofu Tacos,421
23,bread - Grilled Cheese,53
17,tortilla - Tofu Tacos,546
5,vegetarian - Vegetarian Stuffed Bell Peppers,3
3,ec2 - From EC2!!!,179
12,beef - Hearty Beef Stew,187
13,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,807
26,WebApp - From Web App w/new keys,497
9,WebApp - From Web App w/new keys,457
22,tofu - Tofu and Vegetable Stir Fry,359
29,vegetarian - Vegetarian Stuffed Bell Peppers,324
21,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,467
5,vegetarian - Vegetarian Stuffed Bell Peppers,461
19,black beans - Black Bean and Sweet Potato Chili,646
15,wrap - Falafel Wrap,601
3,WebApp - Test web app,831
13,bread - Grilled Cheese,658
2,vegetarian - Vegetarian Stuffed Bell Peppers,534
18,ec2 - From EC2!!!,885
3,tofu - Tofu and Mixed Vegetable Stir-Fry,342
7,wrap - Falafel Wrap,574
16,salmon - Baked Salmon with Lemon and Herbs,573
23,tofu - Tofu and Mixed Vegetable Stir-Fry,940
6,wrap - Falafel Wrap,684
22,salmon - Grilled Salmon with Roasted Vegetables,550
20,tofu - Vegetable Stir Fry with Tofu,91
26,tofu - Tofu and Mixed Vegetable Stir-Fry,41
24,tofu - Tofu and Mixed Vegetable Stir-Fry,807
18,tortilla - Tofu Tacos,432
7,tortilla - Tofu Tacos,938
26,WebApp - From Web App w/new keys,722
25,black beans - Black Bean and Sweet Potato Chili,899
19,rice noodles - Tofu Phad Thai,865
7,ec2 - From EC2!!!,240
12,pasta - Chicken Spaghetti,562
25,beef - Hearty Beef Stew,273
5,salmon - Baked Salmon with Lemon and Herbs,966
20,WebApp - From Web App w/new keys,193
25,beef - Hearty Beef Stew,189
21,steak - Steak with Roasted Potatoes and Green Beans,168
25,tofu - Tofu and Mixed Vegetable Stir-Fry,60
28,beef - Hearty Beef Stew,782
28,vegetables - Chicken Soup,57
2,chicken - Chicken Fajita Bowl with Cilantro Lime Rice,390
7,WebApp - From Web App w/new keys,563
29,postMan - swift-panda-46,707
14,tofu - Tofu and Mixed Vegetable Stir-Fry,972
4,vegetables - Vegetable Soup,11
15,bread - Grilled Cheese,31
5,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,338
12,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,924
21,chicken - Chicken Parmesan,440
20,beef - Hearty Beef Stew,253
22,wrap - Falafel Wrap,427
13,salmon - Baked Salmon with Lemon and Herbs,121
7,beef - Hearty Beef Stew,659
21,wrap - Falafel Wrap,928
1,ec2 - From EC2!!!,389
3,tofu - Tofu and Mixed Vegetable Stir-Fry,307
24,bread - Grilled Cheese,107
16,salmon - Grilled Salmon with Roasted Vegetables,731
8,beef - Hearty Beef Stew,611
28,beef - Hearty Beef Stew,161
23,chicken - Grilled Chicken Salad with Citrus Vinaigrette,833
18,tortilla - Tofu Tacos,159
7,bread - Grilled Cheese,469
17,tofu - Tofu and Vegetable Stir Fry,569
14,wrap - Falafel Wrap,586
25,rice - Chicken Curry with Basmati Rice,859
20,WebApp - Test web app,271
1,tofu - Tofu and Mixed Vegetable Stir-Fry,846
13,ec2 - From EC2!!!,436
8,WebApp - From Web App w/new keys,43
29,tofu - Vegetable Stir Fry with Tofu,621
9,wrap - Falafel Wrap,65
20,tofu - Tofu and Vegetable Stir Fry,461
28,vegetarian - Vegetarian Stuffed Bell Peppers,892
12,salmon - Grilled Salmon with Roasted Vegetables,770
20,wrap - Falafel Wrap,469
15,WebApp - From Web App w/new keys,479
3,beef - Hearty Beef Stew,643
9,tofu - Tofu and Mixed Vegetable Stir-Fry,423
21,wrap - Falafel Wrap,805
29,tortilla - Tofu Tacos,449
26,WebApp - Test web app,132
21,ec2 - From EC2!!!,555
1,tortilla - Tofu Tacos,594
19,WebApp - Test web app,572
13,tofu - Tofu and Vegetable Stir Fry,706
21,beef - Hearty Beef Stew,403
2,salmon - Baked Salmon with Lemon and Herbs,814
15,WebApp - From Web App w/new keys,369
25,tofu - Tofu and Mixed Vegetable Stir-Fry,361
29,tortilla - Tofu Tacos,756
10,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,992
16,vegetables - Chicken Soup,795
22,bread - Grilled Cheese and Tomato Soup,570
18,chicken - Chicken Parmesan,43
23,shrimp - Grilled Shrimp Skewers with Mango Salsa,288
14,ec2 - From EC2!!!,569
29,vegetarian - Vegetarian Stuffed Bell Peppers,383
15,tofu - Tofu and Mixed Vegetable Stir-Fry,12
6,ec2 - From EC2!!!,230
17,vegetables - Vegetable Soup,897
2,bread - Grilled Cheese and Tomato Soup,342
12,pasta - Spaghetti with Tomato Sauce,617
7,tofu - Vegetable Stir Fry with Tofu,641
6,WebApp - From Web App w/new keys,888
23,ec2 - From EC2!!!,435
5,black beans - Black Bean and Sweet Potato Chili,649
19,salmon - Grilled Salmon with Roasted Vegetables,793
16,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,253
8,ec2 - From EC2!!!,562
22,pasta - Chicken Spaghetti,120
19,tortilla - Tofu Tacos,273
29,WebApp - From Web App w/new keys,485
21,vegetables - Vegetable Soup,960
5,pasta - Chicken Spaghetti,960
17,beef - Hearty Beef Stew,396
6,wrap - Falafel Wrap,853
7,WebApp - From Web App w/new keys,434
28,pork - Grilled Pork Chops with Sweet Potato Mash,456
4,tofu - Tofu and Vegetable Stir Fry,149
19,bread - Grilled Cheese,946
18,WebApp - Test web app,42
26,pasta - Chicken Spaghetti,775
18,tofu - Tofu and Mixed Vegetable Stir-Fry,218
16,tofu - Tofu and Vegetable Stir Fry,590
3,salmon - Grilled Salmon with Roasted Vegetables,795
5,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,418
16,ec2 - From EC2!!!,991
13,shrimp - Grilled Shrimp Skewers with Mango Salsa,272
9,ec2 - From EC2!!!,623
29,salmon - Baked Salmon with Lemon and Herbs,340
11,salmon - Baked Salmon with Lemon and Herbs,933
15,tofu - Tofu and Mixed Vegetable Stir-Fry,930
13,pasta - Chicken Spaghetti,174
8,wrap - Falafel Wrap,782
27,WebApp - From Web App w/new keys,384
26,tortilla - Tofu Tacos,195
17,bread - Grilled Cheese and Tomato Soup,810
24,pasta - Spaghetti with Tomato Sauce,411
20,salmon - Grilled Salmon with Roasted Vegetables,654
10,chicken - Chicken Fajita Bowl with Cilantro Lime Rice,261
8,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,737
24,postMan - swift-panda-46,993
17,beef - Hearty Beef Stew,648
15,tofu - Tofu and Mixed Vegetable Stir-Fry,591
7,chicken breast - Grilled Chicken Salad with Citrus Vinaigrette,551
15,steak - Steak with Roasted Potatoes and Green Beans,902
18,ec2 - From EC2!!!,450
23,bread - Grilled Cheese and Tomato Soup,525
25,bread - Grilled Cheese and Tomato Soup,72
16,tofu - Tofu and Mixed Vegetable Stir-Fry,190
2,bread - Grilled Cheese and Tomato Soup,609
22,beef - Hearty Beef Stew,186
15,tofu - Vegetable Stir Fry with Tofu,448
